Serial Number,Roll Number,Name,Father Name,Admission Year,Category,Gender,Grade,City,Standard,Hindi Marks,English Marks,Science Marks,Maths Marks,Drawing Marks,Total Marks,Percentage
11223780,R1779,Mohit,Suresh,2004,BC,F,A,Jhajjar,7th,29,91,58,31,26,235,47
11223781,R1780,Anjali,Suresh,2006,GNRL,F,A,Panipat,11th,34,36,83,56,57,266,53.2
11223782,R1781,Vikas,Lokesh,2008,GNRL,F,B,Rohtak,7th,99,92,48,22,24,285,57
11223783,R1782,Aman,Satish,2009,SC,M,B,Gurgaon,6th,54,69,62,26,4,215,43
11223784,R1783,Suman,Prakash,2001,SC,F,D,Karnal,8th,,53,41,18,66,183,36.6
11223785,R1784,Aman,Suresh,2003,GNRL,M,A,Rohtak,11th,86,57,43,60,59,305,61
11223786,R1785,Vikas,Mahesh,2001,SC,F,B,Kurukshetra,8th,86,42,53,96,81,358,71.6
11223787,R1786,Suman,Mahesh,2003,OBC,F,D,Kurukshetra,7th,75,73,55,87,16,306,61.2
11223788,R1787,Deepak,Dinesh,2005,OBC,M,A,Panipat,7th,5,40,35,15,8,103,20.6
11223789,R1788,Ravi,Mukesh,2004,SC,F,B,Karnal,12th,50,16,36,74,96,272,54.4
11223790,R1789,Ravi,Mukesh,2006,BC,F,D,Ambala,12th,60,44,63,79,86,332,66.4
11223791,R1790,Mohit,Dinesh,2001,OBC,F,B,Hisar,8th,69,87,30,99,45,330,66
11223792,R1791,Pooja,Dinesh,2009,BC,F,A,Hisar,12th,86,55,13,42,65,261,52.2
11223793,R1792,Aman,Lokesh,2007,OBC,M,C,Kurukshetra,9th,49,84,100,99,41,373,74.6
11223794,R1793,Anjali,Prakash,2006,BC,F,D,Hisar,7th,10,8,6,36,19,79,15.8
11223795,R1794,Suman,Naresh,2009,BC,M,D,Panipat,7th,26,87,37,79,15,244,48.8
11223796,R1795,Ravi,Prakash,2009,BC,F,A,Karnal,7th,62,90,71,39,11,273,54.6
11223797,R1796,Mohit,Satish,2007,GNRL,M,C,Panipat,12th,20,53,24,65,35,,39.4
11223798,R1797,,Ramesh,2000,GNRL,F,D,Jhajjar,7th,96,54,68,38,70,326,65.2
11223799,R1798,Deepak,Prakash,2002,OBC,F,B,Ambala,6th,22,31,73,31,64,221,44.2
11223800,R1799,Kamal,Satish,2006,SC,M,C,Ambala,12th,23,94,36,86,82,321,64.2
11223801,R1800,Mohit,Satish,2006,SC,M,A,Karnal,12th,20,24,90,53,11,198,39.6
11223802,R1801,Kamal,Mahesh,2007,SC,F,C,Jhajjar,11th,97,32,48,88,90,355,71
11223803,R1802,Deepak,Mahesh,2009,GNRL,F,D,Kurukshetra,8th,21,84,57,74,22,258,51.6
11223804,R1803,Neha,Suresh,2000,GNRL,F,A,Rohtak,8th,46,21,83,67,,307,61.4
11223805,R1804,Aman,Mukesh,2005,GNRL,F,A,Jhajjar,8th,35,58,96,10,85,284,56.8
11223806,R1805,Ravi,Ramesh,2002,SC,F,A,Ambala,6th,90,27,35,88,38,278,55.6
11223807,R1806,Vikas,Mahesh,2007,OBC,M,B,Jhajjar,7th,87,9,90,84,17,287,57.4
11223808,R1807,Suman,Prakash,2005,GNRL,M,C,Gurgaon,7th,25,79,28,86,33,251,50.2
11223809,R1808,Anjali,Mukesh,2008,,M,B,Gurgaon,12th,88,50,93,31,94,356,71.2
11223810,R1809,Suman,Rajesh,2009,BC,M,D,Jhajjar,12th,60,60,31,32,15,198,39.6
11223811,R1810,Anjali,Ramesh,2006,GNRL,F,C,Rohtak,11th,95,23,57,59,86,320,64
11223812,R1811,Anjali,Suresh,2003,OBC,F,A,Jhajjar,11th,100,68,80,3,12,263,52.6
11223813,R1812,Aman,Prakash,2002,OBC,F,D,Rohtak,12th,75,40,94,90,11,310,62
11223814,R1813,Suman,Naresh,2005,BC,M,B,Hisar,8th,39,39,32,50,25,185,37
11223815,R1814,Ravi,Mahesh,2009,BC,F,D,Ambala,7th,7,18,35,86,84,230,46
11223816,R1815,Aman,Dinesh,2008,GNRL,M,A,Rohtak,6th,62,63,61,45,1,232,46.4
11223817,R1816,Pooja,Lokesh,2009,SC,M,D,Sonipat,8th,20,18,91,75,98,302,60.4
11223818,R1817,Pooja,Suresh,2007,BC,F,C,Hisar,8th,23,86,45,0,40,194,38.8
11223819,R1818,Vikas,Ramesh,2008,SC,F,C,Rohtak,6th,17,98,33,69,9,226,45.2
11223820,R1819,Neha,Rajesh,2001,GNRL,F,C,Ambala,6th,79,95,64,77,80,395,79
11223821,R1820,Vikas,Prakash,2009,GNRL,M,B,Rohtak,9th,60,67,87,64,99,377,75.4
11223822,R1821,Aman,Naresh,2004,OBC,F,A,Sonipat,12th,27,92,54,75,93,341,68.2
11223823,R1822,Ravi,Suresh,2001,OBC,M,B,Karnal,11th,48,37,43,2,21,151,30.2
11223824,R1823,Vikas,Mukesh,2003,OBC,M,B,Sonipat,11th,54,30,22,7,37,,30
11223825,R1824,Suman,Lokesh,2009,GNRL,M,B,Ambala,11th,84,45,72,5,65,271,54.2
11223826,R1825,Mohit,Prakash,2000,GNRL,F,A,Hisar,6th,5,18,71,82,16,192,38.4
11223827,R1826,Vikas,Naresh,2007,GNRL,F,D,Panipat,7th,47,47,73,77,4,248,49.6
11223828,R1827,Ravi,Naresh,2002,GNRL,F,B,Gurgaon,6th,45,90,42,30,68,275,55
11223829,R1828,Kamal,Satish,2006,SC,M,B,Rohtak,8th,0,92,32,81,71,276,55.2
11223830,R1829,Anjali,Mukesh,2003,BC,M,B,Ambala,11th,61,44,18,99,60,282,56.4
11223831,R1830,Kamal,Mukesh,2008,BC,M,B,Kurukshetra,7th,58,86,42,70,66,322,64.4
11223832,R1831,Deepak,Rajesh,2003,OBC,F,B,Rohtak,11th,62,73,41,74,97,347,69.4
11223833,R1832,Deepak,Ramesh,2004,OBC,F,A,Karnal,6th,49,38,88,57,37,269,53.8
11223834,R1833,Suman,Rajesh,2004,OBC,F,A,Faridabad,11th,2,3,22,69,83,179,35.8
11223835,R1834,Aman,,2001,SC,F,A,Karnal,8th,97,4,14,40,30,185,37
11223836,R1835,Kamal,Suresh,2003,BC,F,D,Gurgaon,11th,31,9,12,27,40,119,23.8
11223837,R1836,Anjali,Naresh,2002,OBC,M,B,Sonipat,9th,84,49,24,2,62,221,44.2
11223838,R1837,Ravi,Ramesh,2000,SC,F,D,Hisar,9th,84,3,77,67,19,250,50
11223839,R1838,Suman,Suresh,2003,GNRL,M,B,Jhajjar,9th,77,63,3,,94,308,61.6
11223840,R1839,Aman,Dinesh,2003,BC,F,A,Sonipat,8th,4,12,35,55,43,149,29.8
11223841,R1840,Deepak,Satish,,OBC,F,B,Karnal,12th,31,80,12,78,76,277,55.4
11223842,R1841,Deepak,Satish,2009,SC,M,D,Ambala,12th,17,67,88,3,1,176,35.2
11223843,R1842,Pooja,Ramesh,2004,BC,M,B,Jhajjar,9th,36,46,46,10,87,225,45
11223844,R1843,Pooja,Prakash,2000,BC,F,D,Jhajjar,8th,80,90,44,53,94,361,72.2
11223845,R1844,Suman,Mukesh,2006,SC,F,B,Hisar,8th,32,15,40,74,87,248,49.6
11223846,R1845,Kamal,Satish,2001,GNRL,M,C,Rohtak,9th,92,58,86,24,81,341,68.2
11223847,R1846,Vikas,Mukesh,2007,GNRL,F,B,Faridabad,7th,94,44,60,31,40,269,53.8
11223848,R1847,Vikas,Naresh,2008,OBC,F,B,Ambala,8th,63,72,85,15,33,268,53.6
11223849,R1848,Aman,Dinesh,2009,SC,F,B,Hisar,9th,4,75,15,55,9,158,31.6
11223850,R1849,Neha,Suresh,2002,GNRL,F,A,Panipat,6th,89,96,60,55,55,355,71
11223851,R1850,Anjali,Naresh,2009,GNRL,F,B,Jhajjar,8th,90,10,64,53,90,307,61.4
11223852,R1851,Neha,Ramesh,2004,SC,F,D,Hisar,11th,62,75,30,93,80,340,68
11223853,R1852,Deepak,Lokesh,2009,BC,M,B,Sonipat,7th,37,60,21,98,76,292,58.4
11223854,R1853,Mohit,Suresh,2007,SC,M,D,Faridabad,8th,62,29,17,10,3,121,24.2
11223855,R1854,Vikas,Satish,2002,SC,M,A,Faridabad,12th,72,96,31,49,72,320,64
11223856,R1855,Pooja,Mukesh,2002,OBC,F,D,Sonipat,6th,35,70,100,36,85,326,65.2
11223857,R1856,Neha,Ramesh,2001,SC,F,C,Hisar,6th,72,69,18,51,30,240,48
11223858,R1857,Kamal,Ramesh,2007,GNRL,F,D,Kurukshetra,11th,90,78,77,68,20,333,66.6
11223859,R1858,Pooja,Mukesh,2000,SC,M,D,Faridabad,12th,28,36,17,99,27,207,41.4
11223860,R1859,Mohit,Prakash,2007,GNRL,M,D,Hisar,9th,10,90,98,62,36,296,59.2
11223861,R1860,,Lokesh,2008,GNRL,F,A,Gurgaon,7th,37,36,46,3,5,127,25.4
11223862,R1861,Vikas,Dinesh,2005,GNRL,M,B,Karnal,9th,11,97,8,55,22,193,38.6
11223863,R1862,Anjali,Dinesh,2008,SC,F,A,Hisar,12th,61,47,71,10,56,245,49
11223864,R1863,Mohit,Dinesh,2008,OBC,M,B,Faridabad,8th,88,0,14,16,54,172,34.4
11223865,R1864,Vikas,Mukesh,2004,GNRL,M,A,Hisar,6th,1,69,81,39,5,195,39
11223866,R1865,Anjali,Rajesh,2004,OBC,M,C,Jhajjar,7th,87,12,56,30,95,280,56
11223867,R1866,Neha,Lokesh,2002,OBC,M,C,Jhajjar,8th,45,42,61,69,40,257,51.4
11223868,R1867,Deepak,Mukesh,2002,BC,F,B,Rohtak,9th,63,4,26,26,50,169,33.8
11223869,R1868,Pooja,Mukesh,2006,SC,F,A,Hisar,9th,32,96,98,80,4,310,62
11223870,R1869,Ravi,Naresh,2009,BC,M,D,Jhajjar,12th,1,49,56,61,80,247,49.4
11223871,R1870,Pooja,Rajesh,2001,SC,F,C,Sonipat,8th,73,55,0,57,4,189,37.8
11223872,R1871,Vikas,Suresh,2003,OBC,M,A,Jhajjar,7th,83,33,54,67,98,335,67
11223873,R1872,Suman,Suresh,2005,GNRL,M,A,Panipat,8th,52,49,22,98,52,273,54.6
11223874,R1873,Mohit,Prakash,2006,SC,M,A,Sonipat,12th,13,41,4,92,93,243,48.6
11223875,R1874,Neha,Dinesh,2003,SC,M,B,Hisar,12th,72,4,64,74,47,261,52.2
11223876,R1875,Anjali,Dinesh,2005,OBC,F,C,Kurukshetra,11th,94,73,94,54,44,359,71.8
11223877,R1876,Neha,Suresh,2006,BC,F,C,Kurukshetra,8th,18,11,72,27,61,189,37.8
11223878,R1877,Neha,Rajesh,2004,BC,M,D,Panipat,6th,1,81,78,15,4,179,35.8
11223879,R1878,Neha,Satish,2003,GNRL,M,A,Rohtak,11th,48,61,58,72,62,301,60.2
11223880,R1879,Deepak,Naresh,2004,GNRL,M,C,Jhajjar,11th,44,12,48,96,83,283,56.6
11223881,R1880,Suman,Naresh,2003,BC,M,D,Faridabad,11th,99,76,20,36,19,250,50
11223882,R1881,Aman,Satish,2007,BC,M,C,Karnal,12th,48,79,76,4,34,,48.2
11223883,R1882,Pooja,Prakash,2007,OBC,F,A,Kurukshetra,8th,66,72,71,95,52,356,71.2
11223884,R1883,Ravi,Naresh,2001,SC,F,A,Jhajjar,11th,60,57,51,85,24,277,55.4
11223885,R1884,Deepak,Lokesh,2005,SC,F,B,Sonipat,12th,39,78,95,37,85,334,66.8
11223886,R1885,Aman,Rajesh,2004,BC,M,C,Ambala,12th,6,9,32,50,58,155,31
11223887,R1886,Vikas,Dinesh,2003,OBC,M,C,Karnal,8th,27,44,29,12,89,201,40.2
11223888,R1887,Vikas,Satish,2000,BC,F,A,Hisar,8th,42,35,99,21,68,265,53
11223889,R1888,Ravi,Dinesh,2009,SC,F,B,Faridabad,8th,82,16,60,50,87,295,59
11223890,R1889,Mohit,Lokesh,2008,SC,F,D,Sonipat,12th,13,61,69,44,78,265,53
11223891,R1890,Pooja,Mukesh,2005,OBC,F,B,Ambala,11th,97,80,3,72,4,256,51.2
11223892,R1891,Deepak,Prakash,2004,OBC,F,C,Ambala,9th,31,85,28,86,44,274,54.8
11223893,R1892,Neha,Mahesh,2002,SC,F,C,Rohtak,9th,66,27,99,98,22,312,62.4
11223894,R1893,Anjali,Mukesh,2009,GNRL,M,A,Panipat,9th,28,12,8,37,60,145,29
11223895,R1894,Deepak,Mahesh,2002,SC,M,A,Panipat,9th,15,76,36,69,66,262,52.4
11223896,R1895,Anjali,Satish,2003,OBC,M,D,Ambala,7th,79,60,89,71,86,385,77
11223897,R1896,Anjali,Prakash,2004,SC,M,B,Ambala,11th,47,74,28,74,20,243,48.6
11223898,R1897,Deepak,Mukesh,2005,GNRL,F,B,Jhajjar,6th,61,11,65,15,77,229,45.8
11223899,R1898,Neha,Lokesh,2001,SC,F,D,Panipat,6th,39,70,17,7,85,218,43.6
11223900,R1899,Suman,Lokesh,2003,BC,M,D,Panipat,11th,16,77,80,30,9,212,42.4
